DateKey;mouth;year;day
20040518;5;2004;18
20051108;11;2005;8
20040527;5;2004;27
20041104;11;2004;4
20050706;7;2005;6
20050408;4;2005;8
20050610;6;2005;10
20060309;3;2006;9
20050225;2;2005;25
20070524;5;2007;24
20060120;1;2006;20
20060211;2;2006;11
20060411;4;2006;11
20060102;1;2006;2
20170621;6;2017;21
19960617;6;1996;17
20090423;4;2009;23
20080123;1;2008;23
20100329;3;2010;29
20090621;6;2009;21
20090119;1;2009;19
20080222;2;2008;22
20100529;5;2010;29
20080721;7;2008;21
20090413;4;2009;13
20090630;6;2009;30
20081208;12;2008;8
20080317;3;2008;17
20090908;9;2009;8
20080525;5;2008;25
20081116;11;2008;16
20080513;5;2008;13
20090817;8;2009;17
20090421;4;2009;21
20090914;9;2009;14
20090527;5;2009;27
20090609;6;2009;9
20100724;7;2010;24
20091020;10;2009;20
20100705;7;2010;5
20100731;7;2010;31
20100827;8;2010;27
20101230;12;2010;30
20021208;12;2002;8
19980114;1;1998;14
20050110;1;2005;10
20120123;1;2012;23
20070503;5;2007;3
20080301;3;2008;1
20080229;2;2008;29
20101208;12;2010;8
20070505;5;2007;5
20100701;7;2010;1
20110722;7;2011;22
20110115;1;2011;15
20090415;4;2009;15
20130808;8;2013;8
20090124;1;2009;24
20100426;4;2010;26
20081214;12;2008;14
20100116;1;2010;16
20110529;5;2011;29
20090705;7;2009;5
20070606;6;2007;6
20100428;4;2010;28
20070805;8;2007;5
20080706;7;2008;6
20080907;9;2008;7
20081004;10;2008;4
20090205;2;2009;5
20090503;5;2009;3
20090704;7;2009;4
20100627;6;2010;27
20100523;5;2010;23
20100419;4;2010;19
20120305;3;2012;5
20100909;9;2010;9
20101114;11;2010;14
20141116;11;2014;16
20120722;7;2012;22
20120726;7;2012;26
20150410;4;2015;10
20150418;4;2015;18
20131130;11;2013;30
20120416;4;2012;16
20120411;4;2012;11
20120401;4;2012;1
20120405;4;2012;5
20120501;5;2012;1
20120427;4;2012;27
20120710;7;2012;10
20111220;12;2011;20
20120420;4;2012;20
20120202;2;2012;2
20111221;12;2011;21
20180518;5;2018;18
20180405;4;2018;5
20180710;7;2018;10
20180422;4;2018;22
20180519;5;2018;19
19970518;5;1997;18
20010927;9;2001;27
20010928;9;2001;28
20010913;9;2001;13
20141105;11;2014;5
20150415;4;2015;15
20150416;4;2015;16
20150429;4;2015;29
19960805;8;1996;5
20101117;11;2010;17
20011112;11;2001;12
19961010;10;1996;10
20120424;4;2012;24
20030925;9;2003;25
20110227;2;2011;27
20151008;10;2015;8
20060228;2;2006;28
20151214;12;2015;14
20061004;10;2006;4
20180924;9;2018;24
20180812;8;2018;12
20180903;9;2018;3
20180902;9;2018;2
20180908;9;2018;8
20180817;8;2018;17
20180827;8;2018;27
20180901;9;2018;1
20180816;8;2018;16
20180923;9;2018;23
20171218;12;2017;18
20170224;2;2017;24
20170412;4;2017;12
20170226;2;2017;26
20030629;6;2003;29
20180213;2;2018;13
19970108;1;1997;8
20090919;9;2009;19
20090920;9;2009;20
20130617;6;2013;17
20091003;10;2009;3
20110402;4;2011;2
20091013;10;2009;13
20100820;8;2010;20
20140509;5;2014;9
20090926;9;2009;26
20091127;11;2009;27
20091005;10;2009;5
20091009;10;2009;9
20091121;11;2009;21
20110825;8;2011;25
20170819;8;2017;19
20171014;10;2017;14
19961226;12;1996;26
19970104;1;1997;4
19970210;2;1997;10
20020925;9;2002;25
20020702;7;2002;2
20160404;4;2016;4
19991004;10;1999;4
20120323;3;2012;23
19960624;6;1996;24
20130820;8;2013;20
20130821;8;2013;21
19961215;12;1996;15
20001107;11;2000;7
20170228;2;2017;28
20170306;3;2017;6
20170916;9;2017;16
20080824;8;2008;24
20010106;1;2001;6
20010122;1;2001;22
20010107;1;2001;7
20180815;8;2018;15
20160114;1;2016;14
20021024;10;2002;24
19970531;5;1997;31
19970701;7;1997;1
19970707;7;1997;7
20160727;7;2016;27
20160728;7;2016;28
20160809;8;2016;9
20161101;11;2016;1
20150910;9;2015;10
20151109;11;2015;9
20151204;12;2015;4
20161215;12;2016;15
19961028;10;1996;28
20180502;5;2018;2
20090529;5;2009;29
20090924;9;2009;24
19961128;11;1996;28
20070611;6;2007;11
20010119;1;2001;19
20000406;4;2000;6
20000405;4;2000;5
20090729;7;2009;29
20070808;8;2007;8
20120709;7;2012;9
20130612;6;2013;12
20130604;6;2013;4
20091002;10;2009;2
19990512;5;1999;12
20110324;3;2011;24
20000521;5;2000;21
20000903;9;2000;3
20000528;5;2000;28
20000724;7;2000;24
20000812;8;2000;12
20000604;6;2000;4
20080601;6;2008;1
20110607;6;2011;7
20110609;6;2011;9
20180625;6;2018;25
20000315;3;2000;15
19970215;2;1997;15
20091117;11;2009;17
20091209;12;2009;9
20100226;2;2010;26
20091211;12;2009;11
20100217;2;2010;17
20100129;1;2010;29
20100204;2;2010;4
20110216;2;2011;16
20091216;12;2009;16
20091214;12;2009;14
20100122;1;2010;22
20100127;1;2010;27
20001003;10;2000;3
19960714;7;1996;14
20050512;5;2005;12
20060130;1;2006;30
19991001;10;1999;1
19991002;10;1999;2
20180831;8;2018;31
20180830;8;2018;30
19991104;11;1999;4
19991105;11;1999;5
20180221;2;2018;21
20170630;6;2017;30
20170628;6;2017;28
20170804;8;2017;4
20180219;2;2018;19
20170706;7;2017;6
20170629;6;2017;29
20170815;8;2017;15
20170713;7;2017;13
20180122;1;2018;22
20170705;7;2017;5
20171021;10;2017;21
20180210;2;2018;10
20090323;3;2009;23
20090324;3;2009;24
20150907;9;2015;7
20000709;7;2000;9
20000331;3;2000;31
20000324;3;2000;24
20010911;9;2001;11
20011006;10;2001;6
20100621;6;2010;21
20100622;6;2010;22
20070213;2;2007;13
20070212;2;2007;12
20070613;6;2007;13
20070309;3;2007;9
20080426;4;2008;26
20070219;2;2007;19
20070325;3;2007;25
20070530;5;2007;30
20070608;6;2007;8
20090121;1;2009;21
20070324;3;2007;24
20071002;10;2007;2
20130513;5;2013;13
20071218;12;2007;18
20071216;12;2007;16
20070612;6;2007;12
20080131;1;2008;31
20070510;5;2007;10
20091116;11;2009;16
20091128;11;2009;28
20070614;6;2007;14
20080502;5;2008;2
20070707;7;2007;7
20070502;5;2007;2
20070405;4;2007;5
20090330;3;2009;30
20101209;12;2010;9
20070423;4;2007;23
20070619;6;2007;19
20090929;9;2009;29
20070316;3;2007;16
20070522;5;2007;22
20080311;3;2008;11
20100520;5;2010;20
20081120;11;2008;20
20000708;7;2000;8
20060509;5;2006;9
20050527;5;2005;27
20060513;5;2006;13
20060510;5;2006;10
20060511;5;2006;11
20161119;11;2016;19
20170528;5;2017;28
